Record #,Code / Description,Responsible Party,Unit(s),Status,Picture,Correction Required By:
HSNG-25-1343,"Chapter 327 article 1§327-7(A). Placement of containers for rubbish and yard wasteIn order to maintain an orderly and aesthetic appearance within the City and to prevent unauthorized encroachment on any street, public property, or private property, the Director shall have the authority to sanction the storage location of automated containers for residential customers. Automated containers shall be stored on private property except on collection days. Failure by customer to comply with City notification citing improper storage for automated containers shall be a violation of this section. Automated containers after collection shall be returned to a secure location. With the exceptions of automated container being stored in a garage or shed, the automated container shall not be stored anywhere closer to the street than the extension of any existing building line that faces any street unless the automated container is screened from public view by shrubbery, foliage, a fence, or a wall.  Automated containers are not to be left curbside, streetside, or roadside overnight after the day of collection. ",Owner,"",Cited,"",""
HSNG-25-1342,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Accumulation of bulk furniture and litter around dumpster),Owner,"",Corrected,1348848,11/17/2025
HSNG-25-1341,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Litter accumulation throughout property around dumpster and in courtyard),Owner,"",Corrected,"",11/17/2025
HSNG-25-1340,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 (1) (A)(Couch, paper, plastic, miscellaneous debris around dumpster at rear of building)NOTE; SPECIAL PICK UP ITEMS MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY TO AVOID IMMEDIATE TICKET.",Owner,Exterior,Cited,"",12/04/2025
HSNG-25-1339,"Chapter 327 article 1§327-7(A). Placement of containers for rubbish and yard wasteIn order to maintain an orderly and aesthetic appearance within the City and to prevent unauthorized encroachment on any street, public property, or private property, the Director shall have the authority to sanction the storage location of automated containers for residential customers. Automated containers shall be stored on private property except on collection days. Failure by customer to comply with City notification citing improper storage for automated containers shall be a violation of this section. Automated containers after collection shall be returned to a secure location. With the exceptions of automated container being stored in a garage or shed, the automated container shall not be stored anywhere closer to the street than the extension of any existing building line that faces any street unless the automated container is screened from public view by shrubbery, foliage, a fence, or a wall.  Automated containers are not to be left curbside, streetside, or roadside overnight after the day of collection. ",Owner,"",Cited,"",""
HSNG-25-1338,"LITTER VACANT LOT CHAPTER 327 Article I § 327-13 L (2)(Mattresses, tarp, trash bags, oil jugs, miscellaneous debris piled on vacant lot)OVERGROWTH VACANT LOT CHAPTER 327 Article I § 327-13 L (2)",Owner,Exterior,Cited,"",""
HSNG-25-1337,"Chapter 327 article 1§327-7(A). Placement of containers for rubbish and yard wasteIn order to maintain an orderly and aesthetic appearance within the City and to prevent unauthorized encroachment on any street, public property, or private property, the Director shall have the authority to sanction the storage location of automated containers for residential customers. Automated containers shall be stored on private property except on collection days. Failure by customer to comply with City notification citing improper storage for automated containers shall be a violation of this section. Automated containers after collection shall be returned to a secure location. With the exceptions of automated container being stored in a garage or shed, the automated container shall not be stored anywhere closer to the street than the extension of any existing building line that faces any street unless the automated container is screened from public view by shrubbery, foliage, a fence, or a wall.  Automated containers are not to be left curbside, streetside, or roadside overnight after the day of collection. ",Owner,"",Cited,"",""
HSNG-25-1336,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Furniture debris left on tree belt in front of property),Owner,"",Corrected,1348829,11/10/2025
HSNG-25-1335,"Chapter 327 article 1§327-7(A). Placement of containers for rubbish and yard wasteIn order to maintain an orderly and aesthetic appearance within the City and to prevent unauthorized encroachment on any street, public property, or private property, the Director shall have the authority to sanction the storage location of automated containers for residential customers. Automated containers shall be stored on private property except on collection days. Failure by customer to comply with City notification citing improper storage for automated containers shall be a violation of this section. Automated containers after collection shall be returned to a secure location. With the exceptions of automated container being stored in a garage or shed, the automated container shall not be stored anywhere closer to the street than the extension of any existing building line that faces any street unless the automated container is screened from public view by shrubbery, foliage, a fence, or a wall.  Automated containers are not to be left curbside, streetside, or roadside overnight after the day of collection. ",Owner,"",Cited,"",""
HSNG-25-1334,"Chapter 327 article 1§327-7(A). Placement of containers for rubbish and yard wasteIn order to maintain an orderly and aesthetic appearance within the City and to prevent unauthorized encroachment on any street, public property, or private property, the Director shall have the authority to sanction the storage location of automated containers for residential customers. Automated containers shall be stored on private property except on collection days. Failure by customer to comply with City notification citing improper storage for automated containers shall be a violation of this section. Automated containers after collection shall be returned to a secure location. With the exceptions of automated container being stored in a garage or shed, the automated container shall not be stored anywhere closer to the street than the extension of any existing building line that faces any street unless the automated container is screened from public view by shrubbery, foliage, a fence, or a wall.  Automated containers are not to be left curbside, streetside, or roadside overnight after the day of collection. ",Owner,"",Cited,"",""
HSNG-25-1333,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(TVs left out by waste barrels),Owner,"",Cited,1348816,11/10/2025
HSNG-25-1332,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Tires and propane tanks left on tree belt in front of property),Owner,"",Corrected,1348812,11/10/2025
HSNG-25-1331,"Chapter 327 article 1§327-7(A). Placement of containers for rubbish and yard wasteIn order to maintain an orderly and aesthetic appearance within the City and to prevent unauthorized encroachment on any street, public property, or private property, the Director shall have the authority to sanction the storage location of automated containers for residential customers. Automated containers shall be stored on private property except on collection days. Failure by customer to comply with City notification citing improper storage for automated containers shall be a violation of this section. Automated containers after collection shall be returned to a secure location. With the exceptions of automated container being stored in a garage or shed, the automated container shall not be stored anywhere closer to the street than the extension of any existing building line that faces any street unless the automated container is screened from public view by shrubbery, foliage, a fence, or a wall.  Automated containers are not to be left curbside, streetside, or roadside overnight after the day of collection. ",Owner,"",Cited,"",""
HSNG-25-1330,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth on front of property protruding onto sidewalk) ,Owner,"",Corrected,1348810,11/10/2025
HSNG-25-1329,"Chapter 327 article 1§327-7(A). Placement of containers for rubbish and yard wasteIn order to maintain an orderly and aesthetic appearance within the City and to prevent unauthorized encroachment on any street, public property, or private property, the Director shall have the authority to sanction the storage location of automated containers for residential customers. Automated containers shall be stored on private property except on collection days. Failure by customer to comply with City notification citing improper storage for automated containers shall be a violation of this section. Automated containers after collection shall be returned to a secure location. With the exceptions of automated container being stored in a garage or shed, the automated container shall not be stored anywhere closer to the street than the extension of any existing building line that faces any street unless the automated container is screened from public view by shrubbery, foliage, a fence, or a wall.  Automated containers are not to be left curbside, streetside, or roadside overnight after the day of collection.",Owner,"",Corrected,"",""
HSNG-25-1328,"MULTIPLE ELECTRICAL OUTLETS AND SWITCHES ARE MISSING COVERS. EXPOSED WIRES.THERE ARE MULTIPLE HOLES THROUGHOUT THE DWELLING UNIT WHICH COULD ALLOW ACCESS TO VERMIN.THERE IS A HEAVY INFESTATION OF MICE AND COCKROACHES IN THE DWELLING UNIT. THE REAR EGRESS DOOR FRAME IS BROKEN AND MISSING HARDWARE FOR THE LOCK.THERE ARE WATER STAINS ON THE BATHROOM CEILING, WHICH ARE COMING FROM AN UNKNOWN SOURCE.REAR BEDROOM AND CLOSET AREA: THERE IS WATER DAMAGE, AND AN UNFINISHED CEILING AND WALL REPAIR, INCLUDING THE WALL INSIDE THE CLOSE.THE BATHROOM TUB IS CLOGGED. THE BATHTUB SURFACE IS PEELING.FRONT BEDROOM. ONE WINDOW FALLS DOWN WHEN OPENED. HAZARDOUS, DEFECTIVE.* (105.CMR.410.500.) (A) 1, 2, (B) OWNERS RESPONSIBILITY TO MAINTAIN BUILDING AND STRUCTURAL ELEMENTS.* (105.CMR.410.550.) ELIMINATION OF PESTS (A) 1. 2,  ( B) * (105.CMR.410. 235.) OWNERS, INSTALLATION, MAINTENANCE AND REPAIR RESPONSIBILITIES. (A) 2, 9",Owner,3 L,Cited,"",""
